BusinessName,Category,Labels,OpenClosed,Town,Address,CurrentHours,HowToOrder,HowToGetIt,Phone,Menu,Website,PaymentsAccepted,Specials,Description,Email,Facebook,Instagram,Twitter,imageUrl,DeliveryLink
Choppers Burger Bar,American,"American, Burgers, Fries, Sandwiches, Shakes ",Open,Glen Head,671A Glen Cove Ave,"Sun-Thu 11am-9pm, Fri-Sat 11am-10pm","Phone, Uber Eats","Curbside, Delivery",516-403-2299,https://www.choppersburgerbar.com/menu/,https://www.choppersburgerbar.com,"Cash, Credit, Debit",Weekly,,info@choppersburgerbar.com,https://www.facebook.com/Choppersburgerbar,https://www.instagram.com/Choppersburgerbar/,,https://scontent-ort2-2.xx.fbcdn.net/v/t1.0-9/s960x960/78690031_141196870645545_1097645687824187392_o.jpg?_nc_cat=100&_nc_sid=9267fe&_nc_ohc=Y8V-cYGF2CcAX-UMR0k&_nc_ht=scontent-ort2-2.xx&_nc_tp=7&oh=fc9f2e1cbdba4a717f75e06cf7ca5b46&oe=5EBFF471,
Gemelli Gourmet Market North,Market,"Market, Healthy",Open,Glen Head,716 Glen Cove Ave,"Mon-Sat 9am-5pm, Sun 9am-4pm","Phone, Doordash","Curbside, Delivery ($100 min from store)",516-200-9746,https://www.gemelligourmetmarketnorth.com/Menu,https://www.gemelligourmetmarketnorth.com,"Cash, Credit, Debit",Daily Dinners,,info@gemelligourmetmarketnorth.com,https://www.facebook.com/gemelligourmetmarketnorth,,,https://scontent-ort2-2.xx.fbcdn.net/v/t1.0-9/s960x960/90305141_1095217840837020_5417911054162198528_o.jpg?_nc_cat=108&_nc_sid=9267fe&_nc_ohc=lx5TU14wta4AX8khyCy&_nc_ht=scontent-ort2-2.xx&_nc_tp=7&oh=13f86ec36320cd7c7bad6b3ac9356425&oe=5EBEB30D,
Dunkin' Donuts Glen Head,Cafe,"Cafe, Breakfast, Donuts, Coffee",Open,Glen Head,36 Glen Head Rd,Mon-Sun 6am-5pm,Mobile App,Takeout,516-676-1800,https://www.dunkindonuts.com/en/food-drinks,https://www.dunkindonuts.com/en,"Cash, Credit, Debit, Mobile App",,,,,,,https://static01.nyt.com/images/2018/09/26/business/26DUNKIN02/merlin_144328491_8c732b71-be5c-45a8-91f8-1abc7bb526b1-superJumbo.jpg,
Gyro Station,Mediterranean,"Mediterranean, Salads, Gyros, Sandwiches",Open,Glen Head,7 Station Plaza,"Mon-Sat 11am-9pm, Sun 11am-8pm","Phone, Grubhub, Website","Takeout, Delivery ",516-676-7482,https://www.gyrostation.com/menus.html,https://www.gyrostation.com/index.html,"Cash, Credit, Debit",,,,https://www.facebook.com/gyrostation11545/,,,https://gyrostation.com/driveway_files/vlb_images1/06.jpg,
Ernesto's East,Italian,"Italian, Pasta, Salads, Soups ",Open,Glen Head,10 Railroad Ave,"Tue-Wed 5pm-10pm, Thu-Sat 5pm-10:30pm, Sun 5pm-9:30pm","Phone, Doordash","Curbside, Delivery (catering menu only) ",516-671-7828,https://www.ernestoseast.com,https://www.ernestoseast.com,"Credit, Debit",,Can place order after 3. Will be given pickup time.,,https://www.facebook.com/ErnestosEast/,,,https://s3-media0.fl.yelpcdn.com/bphoto/mw12n5kLXN2Na8LmBL-viA/o.jpg,
Kyraku Japanese Restaurant,Asian,"Japanese, Sushi",Closed,Glen Head,127 Glen Head Rd,,,,516-676-3686,https://www.kirakuglenhead.com/menu.aspx,https://www.kirakuglenhead.com,,,,,,,,,
Sergio's Pizzeria,Italian,"Italian, Pizza, Pasta, Salads",Open,Glen Head,3-7 Park Plaza,Tue-Sun 12pm-8pm,"Phone, Website","Pickup ($10 min), Delivery ($15 min)",516-674-9480,https://slicelife.com/restaurants/ny/glen-head/11545/sergio-s-pizzeria-restaurant/menu?ajs_aid=ad693797-f0a1-4c51-97fb-c55fa17f9bef&segment_id=ad693797-f0a1-4c51-97fb-c55fa17f9bef&utm_campaign=partner_websites,https://www.sergiospizzeriarestaurant.com,"Cash, Credit, Debit",,,sergiospizzaoldbrookville@gmail.com,https://www.facebook.com/sergiospizzeria/,https://www.instagram.com/sergiospizzaoldbrookville/,,https://scontent-ort2-2.xx.fbcdn.net/v/t1.0-9/s960x960/91388987_2847832341997761_2293953951327846400_o.jpg?_nc_cat=100&_nc_sid=a26aad&_nc_ohc=PSvpgvhyEDYAX-03K9v&_nc_ht=scontent-ort2-2.xx&_nc_tp=7&oh=2ca2f06829c8b7d0f34110267a279955&oe=5EBE0D70,
Holiday Farms,Market,Market,Open,Glen Head,1-1 Park Plaza,Mon-Sun 7am-8pm,Website,"In person, Delivery",516-759-9446,,http://www.holidayfarms.com,"Cash, Credit, Debit",,,glenhead@holidayfarms.com,,,,http://www.kpsearch.com/df/holidayfarms/DSC00848-245.jpg,
Sun Ho Chinese Kitchen ,Asian ,Chinese,Closed,Glen Head,,,,,,,,,,,,,,,,
Brookville Deli and Caterers ,Deli,"Deli, Bagels, Breakfast, Coffee",Open,Glen Head,3-5 Park Plaza,"Mon-Sat 6am-4pm, Sun 6am-3pm",Phone,Takeout,516-759-0909,https://www.brookvillecater.com/menu1,https://www.brookvillecater.com,"Cash, Credit, Debit",,,brookvillecater@optonline.net,https://www.facebook.com/BrookvilleDeliCaterers/,,,https://cdn.websites.hibu.com/a7f1bb76a84b4877bebf0e16da2e7764/dms3rep/multi/desktop/IMG_2434.JPG,
Bottle Buys,Alcohol,"Alcohol, Wine, Spirits",Open,Glen Head,350 Glen Head Rd,Mon-Sat 12pm-7pm,Website,"Curbside, Delivery (under $100 charge $4.95)",516-676-8400,,https://www.bottlebuys.com,"Cash, Credit, Debit",,,info@bottlebuys.com,https://www.facebook.com/BottleBuys,https://www.instagram.com/bottlebuys/,https://twitter.com/bottlebuys,https://s3-media0.fl.yelpcdn.com/bphoto/_vVX6SEVtjFzw_gY__furw/o.jpg,
Heirloom Tavern,American,"American, Tavern",Open,Glen Head,32 Railroad Ave,Mon-Sun 4pm-9pm,"Phone, Uber Eats","Takeout, Curbside, Delivery ",516-686-6633,,http://heirloomtavern.com,"Cash, Credit, Debit",,,heirloom32@gmail.com,https://www.facebook.com/heirloomtavern,,,http://heirloomtavern.com/images/gallery/26.jpg,
Seabreeze Deli,Deli,Deli,Closed,Glen Head,687 Glen Cove Ave,,,,516-674-0342,,,,,,,,,,,
Brookville Bagel Cafe,Deli,"Deli, Cafe, Breakfast, Sandwiches",Closed,Glen Head,27 McCouns Ln,Mon-Sat 5:30am-3:30pm Sun 5:30am-2:30pm,,In person,,,,,,,,,,,,
Leonetti Pastry Stop,Bakery,"Bakery, Bread, Pastry, Baked Goods, Cafe",Open,Greenvale,82-16 Glen Cove Rd,Mon-Sun 7am-3pm,Phone,Takeout,516-625-8242,,http://www.leonettipastryshop.com,"Cash, Credit, Debit",,,leonettipastry@aol.com,https://www.facebook.com/LeonettiPastryShop/,https://www.instagram.com/leonettipastryshop/,,https://s3-media0.fl.yelpcdn.com/bphoto/B8Ie1qxAkk5PyN_FZweIDQ/l.jpg,
Abeetza Pizza,Italian,"Pizza, Salads, Soups",Open,Greenvale,82 Glen Cove Rd,"Mon-Thu 11am-8pm, Fri-Sun 11am-9pm","Phone, Website","Curbside, Delivery",516-484-3123,https://www.abeetza.com/takeout-menu/,https://www.abeetza.com,"Credit, Debit",,,nemis1981@gmail.com,https://www.facebook.com/abeetzapizza/,https://www.instagram.com/abeetza/,https://twitter.com/abeetza,https://scontent-ort2-2.xx.fbcdn.net/v/t1.0-9/p720x720/91672358_1517908758382932_2174424861156311040_o.jpg?_nc_cat=106&_nc_sid=9267fe&_nc_ohc=bk1b82uNxJwAX8hcHor&_nc_ht=scontent-ort2-2.xx&_nc_tp=6&oh=aebdfaf61c2defe66df65df627c3be50&oe=5EBE9B6A,
KFC,Fast Food,"Chicken, Southern Food",Open,Greenvale,56 Glen Cove Rd,"Sun-Thu 10:30am-2am, Fri-Sat 10:30am-3am","Website, Doordash, Grubhub, Seamless","Drive Thru, Takeout, Delivery",516-621-9445,https://www.kfc.com,https://www.kfc.com,"Cash, Credit, Debit",,,,https://www.facebook.com/KFCGreenvale,,,https://www.fastfoodmenuprices.com/wp-content/uploads/2016/07/ba0179a9-d7f5-4781-bc05-72a0de8f1b9e.png,
Taco Bell,Fast Food,"Mexican, Tacos, Burritos",Open,Greenvale,56 Glen Cove Rd,"Sun-Thu 10:30am-2am, Fri-Sat 10:30am-3am","Doordash, Grubhub, Seamless","Drive Thru, Takeout, Delivery",516-621-9445,https://www.tacobell.com/food,https://www.tacobell.com,"Cash, Credit, Debit",,,,https://www.facebook.com/pages/category/Fast-Food-Restaurant/Taco-Bell-154792744629212/,,,https://lh3.googleusercontent.com/proxy/oEanazvSqtWxg_Ltl_fqnSSWaa_WAzt68zdkL1wsutg7AMCsCtw1tCSOoXnC13D-9M53ImwtmWSQmmMBqU453l50i29KMUOoCoYlSjopE6-8qO1ufpcj5Wmi11v6nHb97CAk,
Greenvale Townhouse,Diner,"Diner, Burgers, Sandwiches, Breakfast",Open,Greenvale,49 Glen Cove Rd,"Mon-Fri 8am-11pm, Sat-Sun 8am-12am",Phone,Takeout,516-625-5300,https://www.facebook.com/greenvaletownhouserestaurant/,,"Cash, Credit, Debit",,,,https://www.facebook.com/greenvaletownhouserestaurant/,,,https://d1725r39asqzt3.cloudfront.net/2b2393ef-d823-470e-8ef4-faa668876422/orig.jpg,
Sarin Thai,Asian,"Asian, Thai",Open,Greenvale,43 Glen Cove Rd,"Mon-Sat 11:30am-10pm, Sun 5pm-10pm","Phone, Doordash","Takeout, Delivery",516-484-5873,http://www.sarinthaicuisine.com/dinner.html,http://www.sarinthaicuisine.com/index.html,"Cash, Credit, Debit",,,acharaaj@gmail.com,https://www.facebook.com/pages/category/Thai-Restaurant/Sarin-Thai-Cuisine-121302791240505/,,,https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcRGMem6b6FZTUdq15NQd5gTI-IlHliYNMBlcTyGO8lnziZoblTm&usqp=CAU,
Barefoot Peddler,American,"American, Bar",Closed,Greenvale,37 Glen Cove Rd,,,,516-621-4840,http://barefootpeddlerpub.com/wp-content/uploads/2020/02/Menu_2_-2020.pdf,http://barefootpeddlerpub.com,,http://barefootpeddlerpub.com/specials/,,barefootpeddler73@gmail.com,https://www.facebook.com/BarefootPeddlerPub/,,,https://media-cdn.tripadvisor.com/media/photo-s/0b/b0/fd/ad/my-tuesday-burger-and.jpg,
Moe's Southwest Grill,Latin,Mexican,Closed,Greenvale,90 Northern Blvd,,,,516-621-3349,,,,,,,,,,,
Burger King,Fast Food,"Fast Food, Burgers, Fries, Sandwiches",Open,Greenvale,110 Northern Blvd,"Sun-Wed 6am-1am, Thu-Sat 6am-2am",Doordash,"Drive Thru, Delivery",516-484-4774,https://company.bk.com/menu,https://www.bk.com,"Cash, Credit, Debit",,,,https://www.facebook.com/BurgerKing110NorthernBlvd/?ref=page_internal,https://www.instagram.com/burgerking/?hl=en,https://twitter.com/burgerking?lang=en,https://images.wsj.net/im-95460?width=620&size=1.5,
Bar Frites,French,"French, Modern",Closed,Greenvale,400 Wheatley Plaza,,,,516-484-7500,,,,,,,,,,,
Ben's Kosher Deli ,Deli,"Deli, Kosher, Soups, Bagels",Open,Greenvale,140 Wheatley Plaza,"Sun-Thu 9am-9pm, Fri-Sat 9am-10pm","Phone, Website","Takeout, Curbside, Delivery",516-621-3340,,,,,,,https://www.facebook.com/benskosherdelifanpage,https://www.instagram.com/bensdeli/,https://twitter.com/benskosherdeli,https://scontent-ort2-2.xx.fbcdn.net/v/t1.0-9/s960x960/83012499_10158063517258734_8262382918375047168_o.jpg?_nc_cat=102&_nc_sid=2c4854&_nc_ohc=rRV-M3wTVycAX-OjEvI&_nc_ht=scontent-ort2-2.xx&_nc_tp=7&oh=d53357fa5b1203be9eec811617b10beb&oe=5EBD79A4,
Stop & Shop,Market,Market,Open,Greenvale,130 Wheatley Plaza,Sun-Mon 7:30am-8pm,"Store, Website","In person, Peapod Delivery",516-484-1391,,https://stopandshop.com,"Cash, Credit, Debit, Apple Pay",,,,https://www.facebook.com/StopandShopWheatleyPlazaGreenvaleNY/,https://www.instagram.com/stopandshop/,https://twitter.com/StopandShop,https://media2.fdncms.com/clevescene/imager/u/original/32678071/dsc_3814.jpg,
Centro Cucina,Italian,"Italian, Pasta, Pizza, Soups, Salads",Open,Greenvale,43C Glen Cove Rd,Sun-Mon 3pm-8pm,Phone,"Takeout, Curbside, Delivery",516-484-3880,http://www.centrocucinacafe.com,http://www.centrocucinacafe.com,,,,,,,,https://s3-media0.fl.yelpcdn.com/bphoto/aF0VzOPcEzCWtKMcMNHYmQ/l.jpg,
Golden Cove,Asian,Chinese,Closed,Greenvale,5 Glen Cove Rd,,,,516-621-9133,,,,,,,,,,,
Greenvale Bagels Inc,Deli,"Deli, Bagels, Cafe",Open,Greenvale,5 Glen Cove Rd,"Mon-Thu 6am-2pm, Fri-Sat 6am-4pm, Sun 6am-3pm",Phone,Takeout,516-621-7887,,,"Cash, Credit, Debit",,,,,,,https://s3-media0.fl.yelpcdn.com/bphoto/V85aG4nXB8xcvxX0zESjvQ/o.jpg,
Hunan Taste,Asian,Chinese,Closed,Greenvale,3 Northern Blvd,,,,516-621-6616,,http://hunantasteny.com,,,,,https://www.facebook.com/hunantasteny/,,,,
Yogurt & Such Cafe,Desserts,Self Serve Fro-Yo,Closed,Greenvale,1 Glen Cove Rd,,,Takeout,516-484-1822,,,,,,,https://www.facebook.com/YogurtandSuch,,,,
Dunkin' Donuts Greenvale,Cafe,"Cafe, Breakfast, Donuts, Coffee",Open,Greenvale,1 Glen Cove Rd,Mon-Fri 7am-2pm,Mobile App,Takeout,516-625-6081,https://www.dunkindonuts.com/en/food-drinks,https://www.dunkindonuts.com/en,"Cash, Credit, Debit, Mobile App",,,,,,,,
Grace's Market,Market,"Market, Healthy",Open,Greenvale,81 Glen Cove Rd,Mon-Sat 9am-5pm,Store,Store,516-621-5100,https://gracesmarketplace.com/locations/#greenvale,https://gracesmarketplace.com/,"Cash, Credit, Debit",,,,,,,https://cdn.newsday.com/polopoly_fs/1.2828758.1303321899!/httpImage/image.JPG_gen/derivatives/landscape_768/image.JPG,
Wonderful Wedding Cakes ,Desserts,"Cakes, Special Orders",Open,Locust Valley,296 Forest Ave,"Tue 9:30am-2:30pm, Wed-Sat 9:30am-4:30pm","Phone, Email",Takeout,516-671-6932,,http://www.wonderfulweddingcakes.com,"Cash, Credit, Debit",,,infoatwwc@aol.com,https://www.facebook.com/Wonderful-Wedding-Cakes-283687695609/,https://www.instagram.com/wonderfulweddingcakes/,,,
Locust Valley Pizzeria,Italian,"Pizza, Pasta, Salads",Open,Locust Valley,192 Forest Ave,"Mon-Thu 10am-9pm, Fri-Sat 10am-10pm, Sun 11am-9pm","Phone, Website","Takeout, Delivery",516-676-3370,https://www.locustvalleypizzeria.com/menu,https://www.locustvalleypizzeria.com,"Cash, Credit, Debit",,,,https://www.facebook.com/locustvalleypizzeria/,,,,
Locust Valley Delicatessen,Deli,"Deli, Sandwiches, Cafe",Open,Locust Valley,190 Forest Ave,"Mon-Fri 6am-8pm, Sat-6am-6pm, Sun 7am-5pm",Phone,"Curbside, Delivery",516-759-2464,https://www.northshorefinefoods.com/Locustvalley,https://www.northshorefinefoods.com,"Credit, Debit",,,harborside85@yahoo.com,https://www.facebook.com/LVdeli/,,,,
Locust Valley Bagels,Deli,"Deli, Bagels, Sandwiches",Closed,Locust Valley,155 Forest Ave,,,,516-759-3081,,,,,,,,,,,
The Brass Rail,American,"Bistro, Gastropub, Bar",Open,Locust Valley,107 Forest Ave,Mon-Sun 12pm-10pm,Phone,"Takout, Curbside, Delivery",516-723-9103,http://www.thebrassraillocustvalley.com/PDF/brassrail-menu-jan-8-2018.pdf,http://www.thebrassraillocustvalley.com/index.html,"Cash, Credit, Debit",,,,,,,https://cdn.newsday.com/polopoly_fs/1.6293936.1382376546!/httpImage/image.jpg_gen/derivatives/landscape_768/image.jpg,
Buckram Stables Cafe,American,"Pub, American food",Open,Locust Valley,31 Forest Ave,"Sun-Thu 4:30pm-8pm, Fri-Sat 4:30-9pm","Phone, Toasttab.com/buckramstablescafe","Takeout, Curbside",516-671-3080,http://www.buckramstables.com/About.html,http://www.buckramstables.com/About.html,"Cash, Credit, Debit",Daily (Social Media),,buckramstables@gmail.com,https://www.facebook.com/buckramstables/,https://www.instagram.com/buckramstables/,https://twitter.com/buckramcafe,,
The Chef's Table,Private Dining,"Sushi, Pizza, Burgers, Fusion",Open,Locust Valley,15 Birch Hill Rd,"Tue 3pm-4pm, Fri 3pm-4pm","Phone, Text",Takeout,516-376-8700,,http://www.meridiankitchen.com/the-restaurant.html,"Credit, Debit",Social Media,"Private Dining, food by tray only",chefbin@yahoo.com,,https://www.instagram.com/the_chefs_table15/?hl=en,,,
Stuey's Smokehouse BBQ,American ,"Smokehouse, BBQ",Open,Locust Valley,50 Birch Hill Rd,"Wed-Sat 12pm-8pm, Sun 12pm-6pm","Phone, Postmates, Seamless, Doordash","Takeout, Delivery",516-277-2202,https://www.stueysbbq.com/menu1,https://www.stueysbbq.com,,,,info@stueysbbq.com,https://www.facebook.com/Stueyssmokehouse/,https://www.instagram.com/stueysbbq/?hl=en,,,
Karmic Grind,Cafe,"Cafe, Coffee, Desserts",Closed,Locust Valley,2 Birch Hill Rd,,Website,Delivery,,https://www.thekarmicgrind.com,https://www.karmicgrind.com,"Credit, Debit",,"Still selling coffee beans online, weekly delivery",regina@karmicgrind.com,https://www.facebook.com/karmicgrind/,https://www.instagram.com/thekarmicgrind/,,,
Curds & Whey,Deli,"Fine Cheeses, Charcuterie",Open,Locust Valley,20 Birch Hill Rd,Mon-Fri 11am-5pm-Sat 11am-6pm,Phone,Takeout,516-399-2800,,http://www.curdsandwheylocustvalley.com/home,,,,,,,,,
Loafer's Bakery & Gourmet Shoppe,Bakery,"Cakes, Desserts",Open,Locust Valley,175 Birch Hill Rd,Tue-Sat 8am-5pm,Phone,"Takeout, Curbside",516-759-9464,http://loafersbakery.com/wp/bakery-items/,http://loafersbakery.com/wp/,"Cash, Credit, Debit",,,loafersbakery@optonline.net,https://www.facebook.com/pages/category/Bakery/Loafers-Bakery-283672998322643/,https://www.instagram.com/loafersbakery175/,,,
The LVI Bistro,American ,"Bistro, Diner Style",Open,Locust Valley,225 Birch Hill Rd,Mon-Sun 4pm-8pm,Phone,"Takeout, Curbside",516-676-5377,https://www.thelvibistro.com,https://www.thelvibistro.com,"Cash, Credit, Debit",,,conniedawno@aol.com,https://www.facebook.com/Locust-Valley-Inn-Bistro-126498544084985/,,,,
Locust Valley Market,Market,Market,Open,Locust Valley,220 Birch Hill Rd,Mon-Sun 7am-6pm,"Website, Mobile App","In person, Curbside, Delivery",516-723-2350,https://www.instacart.com/locust-valley-market,www.locustvalleymarket.com,"Cash, Credit, Debit",,,shop@locustvalleymarket.com,https://www.facebook.com/LocustValleyMarket/,,,,
Birch Hill Market,Market,"Market, Meats",Open,Locust Valley,153 Birch Hill Rd,Mon-Sat 9am-6pm,Phone,In person,516-671-3242,http://www.birchhillmarketlv.com,http://www.birchhillmarketlv.com,"Cash, Credit, Debit",,,birchhillmarket@gmail.com,https://www.facebook.com/Birchhillmarketlv/,https://www.instagram.com/Birchhillmarketlv/,https://twitter.com/birchhillmkt?lang=en,,
The Tavern on The Plaza,American,"American, Bar",Closed,Locust Valley,4 The Plaza,Mon-Sun 12pm-,Phone,,516-676-5793,http://www.thetavernontheplaza.com/menu.html,http://www.thetavernontheplaza.com,"Cash, Credit, Debit",,,info@thetavernontheplaza.com,https://www.facebook.com/Tavern-on-the-Plaza-303718666305033/,,,,
Basil Leaf Cafe,Italian,"Pasta, Salads, Soups, pizza",Open,Locust Valley,7B The Plaza,Mon-Sun 4pm-8:30pm,Phone,Takeout,516-676-6252,https://www.thebasilleafrestaurant.com,https://www.thebasilleafrestaurant.com,"Cash, Credit, Debit",,,,,,,,
Barney's,American,"American, French, Modern",Open,Locust Valley,315 Buckram Rd,Thu-Sun 4pm-8pm,Phone,Takeout,516-671-6300,http://www.barneyslv.com/our-menu/,http://www.barneyslv.com,"Cash, Credit, Debit",,,barneys315@gmail.com,https://www.facebook.com/barneyslv/,,,,
Forest Grocery,Market,"Market, Hot food, Bodega",Open,Locust Valley,384 Forest Ave,Mon-Sun 6am-6pm,In Person,Takeout,516-676-2150,,,"Cash, Credit, Debit",,,,,,,,
Shipwreck Tavern ,American,"Burgers, Sandwiches, Bar",Closed,Bayville,10 Bayville Ave,,,,516-628-2628,,https://www.shipwreckpub.com,,,,captain@shipwreckpub.com,https://www.facebook.com/Shipwreck-Tavern-524758490919311/,,,,
Ralph's Pizzeria & Restaurant,Italian,"Pizza, Salads, Soups, Pasta",Open,Bayville,16 Bayville Ave,Mon-Sun 11am-8pm,Phone,"Takeout, Delivery",516-628-2260,http://ralphspizzeriaandrestaurant.com/classic-menu/,http://ralphspizzeriaandrestaurant.com,"Cash, Credit, Debit",,,,https://www.facebook.com/Ralphs-Pizza-111740382196832/,,,,
Piccolo Cantina Bay,Latin,"Mexican, Italian",Open,Bayville,18a Bayville Ave,"Tue-Thu 1pm-9pm, Fri-Sat 1pm-10pm, Sun 1pm-9pm",Phone,"Curbside, Delivery",516-802-3001,,,"Cash, Credit, Debit",,,m14morales@yahoo.com,https://www.facebook.com/piccolocantinabay/,,,,
Souvlaki Place of Bayville,Greek,"Souvlaki, Gyro, Salads",Open,Bayville,14 Bayville Ave,"Mon-Wed 3pm-8pm, Thu-Sun 11am-8pm",Phone,"Takeout, Curbside",516-628-1313,http://www.bayvillesouvlaki.com/our_menu/,http://www.bayvillesouvlaki.com,"Cash, Credit, Debit",,,souvlakibayville@gmail.com,https://www.facebook.com/BayvilleSouvlaki/,,https://twitter.com/BayvilleSouvlak,,
Talentis Delicatessen,Deli,"Deli, Hot Food, Sandwiches",Open,Bayville,44 Bayville Ave,Mon-Sun 7:30am-5pm,In Person,Takeout,516-628-3747,,,"Cash, Credit, Debit",,,,,,,,
Food Basket,Market,Market,Open,Bayville,68 Bayville Ave,"Mon-Sat 8am-8pm, Sun 8am-7pm",In Person,Takeout,516-628-2402,,,"Cash, Credit, Debit",,,,,,,,
Oak Neck Deli,Deli,Deli,Open,Bayville,80 Bayville Ave,"Mon-Sat 6am-4pm, Sun 7am-4pm",In Person,Takeout,516-628-1212,http://oakneckdeli-bayville.com/menu/,http://oakneckdeli-bayville.com,"Cash, Credit, Debit",,,oakneckdeli@gmail.com,https://www.facebook.com/oakneckdeli/,,,,
Chen's Kitchen ,Asian,Chinese,Closed,Bayville,250 Bayville Ave,,,,516-628-2288,https://zmenu.com/chens-kitchen-bayville-3-online-menu/,,,,,,,,,,
Bayville Deli & Pizzeria,Deli,"Deli, Hot Food, Pizza",Open,Bayville,261 Bayville Ave,"Mon-Thu 7am-7pm, Fri-Sat 7am-8pm, Sun 7am-6pm","In Person, Phone",Takeout,516-628-2063,https://bayville-deli.business.site/posts/3949124840991201810?hl=en,https://bayville-deli.business.site/posts/3949124840991201810?hl=en,"Cash, Credit, Debit",,,,,,,,
Bayville Market,Market,Small Market,Open,Bayville,262 Bayville Ave,"Sun-Fri 7am-10pm, Sat 8am-10pm",In Person,Takeout,516-802-5505,,https://www.pointy.com/shops/usa/new-york/bayville/bayville-market?page=4,"Cash, Credit, Debit",,,,,,,,
The Bridge Cafe,Cafe,Cafe,Closed,Bayville,265 Bayville Ave,"Mon-Fri 6:30am-3pm, Sat-Sun 7am-3pm",,,516-624-7070,,,,,,,https://www.facebook.com/Bayville-LuncheonetteThe-Bridge-Cafe-110230009034344/,,,,
Mill Creek Tavern,American,"American, Bar",Open,Bayville,275 Bayville Ave,Mon-Sun 4:30pm-7:30pm,Phone,"Takeout, Curbside",516-628-2000,https://www.millcreekny.com,https://www.millcreekny.com,"Cash, Credit, Debit",,,millcreekny@gmail.com,https://www.facebook.com/Millcreekny/,https://www.instagram.com/millcreek.ny/?hl=en,https://twitter.com/millcreek_ny,,
Bayville Meat Center,Deli,Meat,Open,Bayville,282 Bayville Ave,Mon-Sun 3pm-6pm,"Phone, Email","Curbside, Delivery",516-628-2139,,,"Cash, Credit, Debit",,"Cash Preferred, Orders 1-2 days out",bayvillemeats@mail.com,https://www.facebook.com/bayvillemeats/,https://www.instagram.com/bayvillemeatcenter/,https://twitter.com/bayville_meats?lang=en,,
Bayville Seafood,Deli,Seafood,Open,Bayville,18 Ludlam Ave,Fri-Sat 11am-5pm,,,516-628-0328,,,"Cash, Credit, Debit",,,,,,,,
The Clam Bar at Bridge Marine,American,"Seafood, Clams",Closed,Bayville,40 Ludlam Ave,,,,516-628-8688,,https://theclambaratbridgemarine.business.site/?utm_source=gmb&utm_medium=referral,,,"Seasonal, scheduled to open late May",bridgemarine74@gmail.com,https://www.facebook.com/TheClamBarAtBridgeMarine/,https://www.instagram.com/theclambaratbridgemarine/?fbclid=IwAR0FXZtxyiehLGrQGnncTAgvJKbYQBhfL9_WJjAtlKu1iXkjFuXRZT-rdEU,,,
Ocean,American,"Seafood, Bar",Closed,Bayville,333 Bayville Ave,,,,516-628-3330,,https://www.cometotheocean.com,,,"Seasonal, Pushed April opening",,https://www.facebook.com/ComeToTheOcean,https://www.instagram.com/oceanrestaurant/,,,
Twin Harbors Restaurant,American,"Italian, American, Seafood",Closed,Bayville,341 Bayville Ave,,,,516-628-1700,https://zmenu.com/twin-harbors-restaurant-bayville-online-menu/,,,,,,,,,,
Walls Wharf Restaurant & Catering,American,Seafood,Closed,Bayville,18 Greenwich Ave,,,,516-628-9696,,https://wallswharf.com,,,,,https://www.facebook.com/pages/category/Seafood-Restaurant/Walls-Wharf-Restaurant-107338705971026/,,https://twitter.com/WallsWharf,,
